route_id,recorded_at,distance
100057,2020-02-20 03:56:50+00,359054.97
100057,2020-02-20 03:56:36+00,358975.5
100057,2020-02-20 03:56:21+00,358936.97
100057,2020-02-20 03:56:07+00,358925.2
100057,2020-02-20 03:55:53+00,358925.2
100057,2020-02-20 03:55:39+00,358925.2
100057,2020-02-20 03:55:25+00,358925.2
100057,2020-02-20 03:55:11+00,358925.2
100057,2020-02-20 03:54:57+00,358925.2
100057,2020-02-20 03:54:43+00,358925.2
100057,2020-02-20 03:54:29+00,358924.7
100057,2020-02-20 03:54:15+00,358924.7
100057,2020-02-20 03:54:01+00,358924.66
100057,2020-02-20 03:53:47+00,358884.44
100057,2020-02-20 03:53:33+00,358753.3
100057,2020-02-20 03:53:19+00,358649.3
100057,2020-02-20 03:53:05+00,358557.8
100057,2020-02-20 03:52:51+00,358512.8
100057,2020-02-20 03:52:38+00,358447.2
100057,2020-02-20 03:52:24+00,358332.63
100057,2020-02-20 03:52:11+00,358213.28
100057,2020-02-20 03:51:55+00,358072.75
100057,2020-02-20 03:51:41+00,357989.3
100057,2020-02-20 03:51:26+00,357982.16
100057,2020-02-20 03:51:13+00,357982.16
100057,2020-02-20 03:50:59+00,357982.16
100057,2020-02-20 03:50:44+00,357981.28
100057,2020-02-20 03:50:30+00,357922.1
100057,2020-02-20 03:50:17+00,357835.78
100057,2020-02-20 03:50:03+00,357755.47
100057,2020-02-20 03:49:48+00,357753.72
100057,2020-02-20 03:49:33+00,357752.72
100057,2020-02-20 03:49:19+00,357681.2
100057,2020-02-20 03:49:05+00,357649.9
100057,2020-02-20 03:48:52+00,357613.56
100057,2020-02-20 03:48:38+00,357581.7
100057,2020-02-20 03:48:24+00,357581.2
100057,2020-02-20 03:48:10+00,357567.3
100057,2020-02-20 03:47:57+00,357564.75
100057,2020-02-20 03:47:44+00,357564.75
100057,2020-02-20 03:47:30+00,357564.75
100057,2020-02-20 03:47:14+00,357564.75
100057,2020-02-20 03:47:01+00,357564.75
100057,2020-02-20 03:46:47+00,357564.75
100057,2020-02-20 03:46:34+00,357564.75
100057,2020-02-20 03:46:19+00,357564.75
100057,2020-02-20 03:46:06+00,357564.75
100057,2020-02-20 03:45:52+00,357564.75
100057,2020-02-20 03:45:38+00,357564.75
100057,2020-02-20 03:45:23+00,357564.75
100057,2020-02-20 03:45:09+00,357564.75
100057,2020-02-20 03:44:55+00,357564.75
100057,2020-02-20 03:44:41+00,357564.75
100057,2020-02-20 03:44:26+00,357564.75
100057,2020-02-20 03:44:12+00,357564.75
100057,2020-02-20 03:43:59+00,357564.75
100057,2020-02-20 03:43:46+00,357564.75
100057,2020-02-20 03:43:33+00,357564.75
100057,2020-02-20 03:43:20+00,357564.75
100057,2020-02-20 03:43:06+00,357564.75
100057,2020-02-20 03:42:52+00,357564.5
100057,2020-02-20 03:42:38+00,357511.34
100057,2020-02-20 03:42:24+00,357479.63
100057,2020-02-20 03:42:10+00,357472.13
100057,2020-02-20 03:41:56+00,357334.84
100057,2020-02-20 03:41:41+00,357192.47
100057,2020-02-20 03:41:27+00,356983.7
100057,2020-02-20 03:41:11+00,356734.06
100057,2020-02-20 03:40:57+00,356524.13
100057,2020-02-20 03:40:43+00,356292.4
100057,2020-02-20 03:40:29+00,356081.88
100057,2020-02-20 03:40:16+00,355915.7
100057,2020-02-20 03:40:02+00,355763.03
100057,2020-02-20 03:39:48+00,355616.6
100057,2020-02-20 03:39:33+00,355485.72
100057,2020-02-20 03:39:17+00,355381.72
100057,2020-02-20 03:39:03+00,355372.97
100057,2020-02-20 03:38:48+00,355333.25
100057,2020-02-20 03:38:34+00,355260.13
100057,2020-02-20 03:38:20+00,355257.2
100057,2020-02-20 03:38:06+00,355203.56
100057,2020-02-20 03:37:52+00,355073.44
100057,2020-02-20 03:37:38+00,355013.88
100057,2020-02-20 03:37:23+00,354906.16
100057,2020-02-20 03:37:09+00,354853.34
100057,2020-02-20 03:36:53+00,354832
100057,2020-02-20 03:36:39+00,354832
100057,2020-02-20 03:36:25+00,354832
100057,2020-02-20 03:36:10+00,354829.44
100057,2020-02-20 03:35:55+00,354829
100057,2020-02-20 03:35:41+00,354829
100057,2020-02-20 03:35:27+00,354828.06
100057,2020-02-20 03:35:14+00,354823.72
100057,2020-02-20 03:35:01+00,354822.5
100057,2020-02-20 03:34:46+00,354820.94
100057,2020-02-20 03:34:34+00,354820.03
100057,2020-02-20 03:34:19+00,354820.03
100057,2020-02-20 03:34:05+00,354818.25
100057,2020-02-20 03:33:51+00,354796.03
100057,2020-02-20 03:33:38+00,354712.34
100057,2020-02-20 03:33:24+00,354590.16
100057,2020-02-20 03:33:10+00,354449.6
100057,2020-02-20 03:32:56+00,354371.53
100057,2020-02-20 03:32:42+00,354322.06
100057,2020-02-20 03:32:27+00,354322.06
100057,2020-02-20 03:32:12+00,354322.06
100057,2020-02-20 03:31:58+00,354322.06
100057,2020-02-20 03:31:45+00,354322.06
100057,2020-02-20 03:31:31+00,354322.06
100057,2020-02-20 03:31:16+00,354322.06
100057,2020-02-20 03:31:02+00,354322.06
100057,2020-02-20 03:30:48+00,354321.78
100057,2020-02-20 03:30:34+00,354256.94
100057,2020-02-20 03:30:19+00,354157.88
100057,2020-02-20 03:30:06+00,354157.88
100057,2020-02-20 03:29:52+00,354157.88
100057,2020-02-20 03:29:38+00,354157.72
100057,2020-02-20 03:29:25+00,354147.63
100057,2020-02-20 03:29:10+00,354061.53
100057,2020-02-20 03:28:55+00,353953.63
100057,2020-02-20 03:28:41+00,353851.7
100057,2020-02-20 03:28:26+00,353748.1
100057,2020-02-20 03:28:11+00,353615.63
100057,2020-02-20 03:27:58+00,353519.72
100057,2020-02-20 03:27:46+00,353445.5
100057,2020-02-20 03:27:33+00,353306.84
100057,2020-02-20 03:27:19+00,353155.56
100057,2020-02-20 03:27:04+00,353011.53
100057,2020-02-20 03:26:50+00,352933.1
100057,2020-02-20 03:26:35+00,352820.84
100057,2020-02-20 03:26:21+00,352783.72
100057,2020-02-20 03:26:06+00,352783.72
100057,2020-02-20 03:25:53+00,352783.72
100057,2020-02-20 03:25:38+00,352783.72
100057,2020-02-20 03:25:26+00,352783.72
100057,2020-02-20 03:25:12+00,352783.72
100057,2020-02-20 03:24:59+00,352783.72
100057,2020-02-20 03:24:45+00,352783.72
100057,2020-02-20 03:24:33+00,352783.72
100057,2020-02-20 03:24:18+00,352781.78
100057,2020-02-20 03:24:03+00,352758.5
100057,2020-02-20 03:23:48+00,352723.47
100057,2020-02-20 03:23:35+00,352616.34
100057,2020-02-20 03:23:22+00,352563.97
100057,2020-02-20 03:23:08+00,352563.97
100057,2020-02-20 03:22:54+00,352561.84
100057,2020-02-20 03:22:40+00,352561.84
100057,2020-02-20 03:22:26+00,352561.84
100057,2020-02-20 03:22:12+00,352561.84
100057,2020-02-20 03:21:59+00,352561.84
100057,2020-02-20 03:21:45+00,352561.84
100057,2020-02-20 03:21:32+00,352558.3
100057,2020-02-20 03:21:17+00,352490.47
100057,2020-02-20 03:21:02+00,352473.53
100057,2020-02-20 03:20:50+00,352437.75
100057,2020-02-20 03:20:36+00,352415.16
100057,2020-02-20 03:20:23+00,352277.7
100057,2020-02-20 03:20:10+00,352180.2
100057,2020-02-20 03:19:56+00,352134.8
100057,2020-02-20 03:19:43+00,352134.8
100057,2020-02-20 03:19:31+00,352134.8
100057,2020-02-20 03:19:17+00,352134.8
100057,2020-02-20 03:19:03+00,352134.44
100057,2020-02-20 03:18:49+00,352134.44
100057,2020-02-20 03:18:36+00,352134
100057,2020-02-20 03:18:24+00,352134
100057,2020-02-20 03:18:09+00,352134
100057,2020-02-20 03:17:54+00,352133.63
100057,2020-02-20 03:17:40+00,352133.1
100057,2020-02-20 03:17:25+00,352128.53
100057,2020-02-20 03:17:12+00,351977
100057,2020-02-20 03:16:58+00,351810.28
100057,2020-02-20 03:16:45+00,351677.66
100057,2020-02-20 03:16:30+00,351561
100057,2020-02-20 03:16:16+00,351441.6
100057,2020-02-20 03:16:03+00,351335.38
100057,2020-02-20 03:15:50+00,351250.53
100057,2020-02-20 02:59:33+00,350235.34
100057,2020-02-20 02:59:18+00,350191.84
100057,2020-02-20 02:59:03+00,350046
100057,2020-02-20 02:58:48+00,349960.84
100057,2020-02-20 02:58:34+00,349956.84
100057,2020-02-20 02:58:19+00,349956.84
100057,2020-02-20 02:58:05+00,349956.84
100057,2020-02-20 02:57:51+00,349956.84
100057,2020-02-20 02:57:36+00,349956.84
100057,2020-02-20 02:57:23+00,349956.84
100057,2020-02-20 02:57:10+00,349956.84
100057,2020-02-20 02:56:57+00,349956.84
100057,2020-02-20 02:56:42+00,349956.84
100057,2020-02-20 02:56:29+00,349956.84
100057,2020-02-20 02:56:15+00,349956.84
100057,2020-02-20 02:56:01+00,349956.84
100057,2020-02-20 02:55:47+00,349956.84
100057,2020-02-20 02:55:33+00,349956.84
100057,2020-02-20 02:55:19+00,349956.84
100057,2020-02-20 02:55:05+00,349956.84
100057,2020-02-20 02:54:52+00,349956.84
100057,2020-02-20 02:54:38+00,349956.84
100057,2020-02-20 02:54:24+00,349956.84
100057,2020-02-20 02:54:11+00,349956.84
100057,2020-02-20 02:53:58+00,349956.84
100057,2020-02-20 02:53:44+00,349956.84
100057,2020-02-20 02:53:30+00,349956.84
100057,2020-02-20 02:53:15+00,349956.84
100057,2020-02-20 02:53:01+00,349956.84
100057,2020-02-20 02:52:47+00,349956.84
100057,2020-02-20 02:52:33+00,349956.84
100057,2020-02-20 02:52:19+00,349956.84
100057,2020-02-20 02:52:06+00,349956.84
100057,2020-02-20 02:51:53+00,349956.84
100057,2020-02-20 02:51:37+00,349956.84
100057,2020-02-20 02:51:24+00,349956.84
100057,2020-02-20 02:51:10+00,349956.84
100057,2020-02-20 02:50:56+00,349956.84
100057,2020-02-20 02:50:41+00,349956.84
100057,2020-02-20 02:50:27+00,349956.84
100057,2020-02-20 02:50:13+00,349956.84
100057,2020-02-20 02:49:58+00,349955.53
100057,2020-02-20 02:49:44+00,349858.75
100057,2020-02-20 02:49:31+00,349837.28
100057,2020-02-20 02:49:17+00,349837.28
100057,2020-02-20 02:49:03+00,349837.28
100057,2020-02-20 02:48:48+00,349837.28
100057,2020-02-20 02:48:34+00,349837.28
100057,2020-02-20 02:48:19+00,349837.28
100057,2020-02-20 02:48:06+00,349837.28
100057,2020-02-20 02:47:53+00,349837.28
100057,2020-02-20 02:47:39+00,349837.28
100057,2020-02-20 02:47:24+00,349837.28
100057,2020-02-20 02:47:09+00,349837.28
100057,2020-02-20 02:46:56+00,349837.28
100057,2020-02-20 02:46:41+00,349837.28
100057,2020-02-20 02:46:25+00,349835.6
100057,2020-02-20 02:46:11+00,349789.2
100057,2020-02-20 02:45:59+00,349701.88
100057,2020-02-20 02:45:45+00,349575.8
100057,2020-02-20 02:45:31+00,349559.78
100057,2020-02-20 02:45:18+00,349519.8
100057,2020-02-20 02:45:05+00,349510.5
100057,2020-02-20 02:44:51+00,349501.88
100057,2020-02-20 02:44:36+00,349467.34
100057,2020-02-20 02:44:21+00,349467.34
100057,2020-02-20 02:44:06+00,349467.34
100057,2020-02-20 02:43:52+00,349467.34
100057,2020-02-20 02:43:37+00,349467.28
100057,2020-02-20 02:43:23+00,349466.56
100057,2020-02-20 02:43:11+00,349466.56
100057,2020-02-20 02:42:58+00,349466.56
100057,2020-02-20 02:42:44+00,349466.56
100057,2020-02-20 02:42:30+00,349466.56
100057,2020-02-20 02:42:17+00,349466.56
100057,2020-02-20 02:42:03+00,349466.56
100057,2020-02-20 02:41:49+00,349466.56
100057,2020-02-20 02:41:34+00,349466.56
100057,2020-02-20 02:41:19+00,349466.56
100057,2020-02-20 02:41:05+00,349457.5
100057,2020-02-20 02:40:50+00,349353.06
100057,2020-02-20 02:40:36+00,349248.25
100057,2020-02-20 02:40:22+00,349176.72
100057,2020-02-20 02:40:09+00,349127.34
100057,2020-02-20 02:39:56+00,349127.34
100057,2020-02-20 02:39:42+00,349127.34
100057,2020-02-20 02:39:28+00,349127.34
100057,2020-02-20 02:39:13+00,349127.34
100057,2020-02-20 02:39:00+00,349127.34
100057,2020-02-20 02:38:45+00,349127.34
100057,2020-02-20 02:38:32+00,349127.34
100057,2020-02-20 02:38:16+00,349127.34
100057,2020-02-20 02:38:01+00,349127.34
100057,2020-02-20 02:37:48+00,349127.34
100057,2020-02-20 02:37:32+00,349127.34
100057,2020-02-20 02:37:18+00,349127.34
100057,2020-02-20 02:37:02+00,349121.78
100057,2020-02-20 02:36:49+00,349060.7
100057,2020-02-20 02:36:35+00,349047.94
100057,2020-02-20 02:36:21+00,349047.94
100057,2020-02-20 02:36:08+00,349047.94
100057,2020-02-20 02:35:56+00,349047.94
100057,2020-02-20 02:35:40+00,349047.94
100057,2020-02-20 02:35:25+00,349047.94
100057,2020-02-20 02:35:11+00,349047.94
100057,2020-02-20 02:34:59+00,349047.94
100057,2020-02-20 02:34:45+00,349047.94
100057,2020-02-20 02:34:31+00,349047.94
100057,2020-02-20 02:34:16+00,349047.94
100057,2020-02-20 02:34:02+00,349047.94
100057,2020-02-20 02:33:49+00,349047.94
100057,2020-02-20 02:33:35+00,349047.94
100057,2020-02-20 02:33:20+00,349047.94
100057,2020-02-20 02:33:06+00,349047.94
100057,2020-02-20 02:32:53+00,349047.94
100057,2020-02-20 02:32:38+00,349047.94
100057,2020-02-20 02:32:24+00,349047.94
100057,2020-02-20 02:32:08+00,349047.94
100057,2020-02-20 02:31:52+00,349047.94
100057,2020-02-20 02:31:38+00,349047.94
100057,2020-02-20 02:31:24+00,349047.94
100057,2020-02-20 02:31:10+00,349047.94
100057,2020-02-20 02:30:56+00,349047.94
100057,2020-02-20 02:30:42+00,349047.38
100057,2020-02-20 02:30:28+00,348993.53
100057,2020-02-20 02:30:14+00,348887.88
100057,2020-02-20 02:29:58+00,348758.75
100057,2020-02-20 02:29:43+00,348617.13
100057,2020-02-20 02:29:28+00,348452.94
100057,2020-02-20 02:29:13+00,348287.56
100057,2020-02-20 02:29:00+00,348153
100057,2020-02-20 02:28:45+00,347992.3
100057,2020-02-20 02:28:31+00,347922.13
100057,2020-02-20 02:28:16+00,347922.13
100057,2020-02-20 02:28:01+00,347922.13
100057,2020-02-20 02:27:48+00,347922.13
100057,2020-02-20 02:27:36+00,347922.13
100057,2020-02-20 02:27:22+00,347922.13
100057,2020-02-20 02:27:06+00,347922.06
100057,2020-02-20 02:26:52+00,347878.1
100057,2020-02-20 02:26:38+00,347780.1
100057,2020-02-20 02:26:23+00,347665.34
100057,2020-02-20 02:26:08+00,347601.78
100057,2020-02-20 02:25:55+00,347533.97
100057,2020-02-20 02:25:41+00,347429.34
100057,2020-02-20 02:25:26+00,347414.4
100057,2020-02-20 02:25:13+00,347364.28
100057,2020-02-20 02:24:59+00,347326
100057,2020-02-20 02:24:45+00,347309.88
100057,2020-02-20 02:24:30+00,347304.56
100057,2020-02-20 02:24:15+00,347300.2
100057,2020-02-20 02:24:02+00,347300.2
100057,2020-02-20 02:23:48+00,347300.2
100057,2020-02-20 02:23:33+00,347299.8
100057,2020-02-20 02:23:19+00,347244.4
100057,2020-02-20 02:22:58+00,0
100057,2020-02-20 04:28:16+00,367408.53
100057,2020-02-20 04:28:03+00,367347.56
100057,2020-02-20 04:27:48+00,367297.94
100057,2020-02-20 04:27:34+00,367262.38
100057,2020-02-20 04:27:21+00,367218.66
100057,2020-02-20 04:27:08+00,367177
100057,2020-02-20 04:26:54+00,367172.38
100057,2020-02-20 04:26:39+00,367166.34
100057,2020-02-20 04:26:26+00,367166.34
100057,2020-02-20 04:26:12+00,367153.34
100057,2020-02-20 04:25:58+00,367138.47
100057,2020-02-20 04:25:43+00,367138.47
100057,2020-02-20 04:25:30+00,367138.47
100057,2020-02-20 04:25:17+00,367138.47
100057,2020-02-20 04:25:03+00,367137.22
100057,2020-02-20 04:24:48+00,367081.63
100057,2020-02-20 04:24:32+00,367001.4
100057,2020-02-20 04:24:18+00,366947.7
100057,2020-02-20 04:24:03+00,366882
100057,2020-02-20 04:23:49+00,366835.53
100057,2020-02-20 04:23:36+00,366787.88
100057,2020-02-20 04:23:22+00,366718.34
100057,2020-02-20 04:23:09+00,366645.28
100057,2020-02-20 04:22:55+00,366582.38
100057,2020-02-20 04:22:40+00,366499.94
100057,2020-02-20 04:22:25+00,366206.22
100057,2020-02-20 04:22:09+00,365882.44
100057,2020-02-20 04:21:55+00,365603
100057,2020-02-20 04:21:42+00,365366.9
100057,2020-02-20 04:21:28+00,365141.7
100057,2020-02-20 04:21:14+00,364944.38
100057,2020-02-20 04:21:00+00,364787.34
100057,2020-02-20 04:20:47+00,364700.38
100057,2020-02-20 04:20:33+00,364625.9
100057,2020-02-20 04:20:20+00,364492.53
100057,2020-02-20 04:20:06+00,364231.03
100057,2020-02-20 04:19:53+00,363949.63
100057,2020-02-20 04:19:39+00,363662
100057,2020-02-20 04:19:26+00,363411.5
100057,2020-02-20 04:19:12+00,363145.13
100057,2020-02-20 04:19:00+00,362914.9
100057,2020-02-20 04:18:46+00,362664.34
100057,2020-02-20 04:18:31+00,362415.22
100057,2020-02-20 04:18:17+00,362272.44
100057,2020-02-20 04:18:03+00,362213.7
100057,2020-02-20 04:17:51+00,362092.53
100057,2020-02-20 04:17:37+00,362027.75
100057,2020-02-20 04:17:24+00,362021.75
100057,2020-02-20 04:17:11+00,362006.66
100057,2020-02-20 04:16:59+00,361923.6
100057,2020-02-20 04:16:45+00,361804.84
100057,2020-02-20 04:16:31+00,361679.1
100057,2020-02-20 04:16:18+00,361557.03
100057,2020-02-20 04:16:05+00,361444.63
100057,2020-02-20 04:15:51+00,361317.16
100057,2020-02-20 04:15:35+00,361192.44
100057,2020-02-20 04:15:20+00,361126.56
100057,2020-02-20 04:15:07+00,361112.72
100057,2020-02-20 04:14:54+00,361107.13
100057,2020-02-20 04:14:40+00,361107.13
100057,2020-02-20 04:14:27+00,361107.13
100057,2020-02-20 04:14:14+00,361105.44
100057,2020-02-20 04:14:00+00,361102.38
100057,2020-02-20 04:13:46+00,361096.94
100057,2020-02-20 04:13:33+00,361096.94
100057,2020-02-20 04:13:18+00,361096.94
100057,2020-02-20 04:13:04+00,361096.94
100057,2020-02-20 04:12:51+00,361096.9
100057,2020-02-20 04:12:37+00,361096.34
100057,2020-02-20 04:12:22+00,361074.8
100057,2020-02-20 04:12:09+00,360994.66
100057,2020-02-20 04:11:55+00,360891
100057,2020-02-20 04:11:41+00,360764.8
100057,2020-02-20 04:11:27+00,360630.13
100057,2020-02-20 04:11:12+00,360515.56
100057,2020-02-20 04:10:58+00,360425.7
100057,2020-02-20 04:10:43+00,360315.2
100057,2020-02-20 04:10:29+00,360258.44
100057,2020-02-20 04:10:15+00,360188.13
100057,2020-02-20 04:09:59+00,360037.03
100057,2020-02-20 04:09:44+00,359943.84
100057,2020-02-20 04:09:31+00,359932.47
100057,2020-02-20 04:09:17+00,359932.47
100057,2020-02-20 04:09:03+00,359932.47
100057,2020-02-20 04:08:50+00,359932.47
